,Name,Fn_Fix,Ln_Fix,new_town,county,new_state,country,name_type,Name_Fix
4572,John C Freeke | John C Fruke,John C,Freeke,,,NY,US,state,John C Freeke | John C Fruke
4572,John C Freeke | John C Fruke,John C,Fruke,,,NY,US,state,John C Freeke | John C Fruke
4573,William Smith,William,Smith,,,NY,US,state,William Smith
4574,Elisha Hart,Elisha,Hart,,,NY,US,state,Elisha Hart
4575,Abraham Lansing,Abraham,Lansing,,,NY,US,state,Abraham Lansing
4576,Abraham Van Deursen | Abraham Van Duerson,Abraham,Van Deursen,,,NY,US,state,Abraham Van Deursen | Abraham Van Duerson
4576,Abraham Van Deursen | Abraham Van Duerson,Abraham,Van Duerson,,,NY,US,state,Abraham Van Deursen | Abraham Van Duerson
4577,James Livingston,James,Livingston,,,NY,US,state,James Livingston
4578,John Jay,John,Jay,,,NY,US,state,John Jay
4583,Norman Butler,Norman,Butler,,,NY,US,state,Norman Butler
4585,Jonathan Dayton,Jonathan,Dayton,,,NY,US,state,Jonathan Dayton
4592,Nathaniel Prime,Nathaniel,Prime,,,NY,US,state,Nathaniel Prime
4597,William Rogers,William,Rogers,,,NY,US,state,William Rogers
4603,John Delafield | William W Morris,John,Delafield,,,NY,US,state,John Delafield | William W Morris
4603,John Delafield | William W Morris,William W,Morris,,,NY,US,state,John Delafield | William W Morris
4606,Leonard Bronk,Leonard,Bronk,,,NY,US,state,Leonard Bronk
4607,John S Bronk,John S,Bronk,,,NY,US,state,John S Bronk
4610,Thomas Mc Euen | Thomas McEuen,Thomas Mc,Euen,,,NY,US,state,Thomas Mc Euen | Thomas Mceuen
4610,Thomas Mc Euen | Thomas McEuen,Thomas,Mceuen,,,NY,US,state,Thomas Mc Euen | Thomas Mceuen
4611,Robert Barwick | Robert Bawick,Robert,Barwick,,,NY,US,state,Robert Barwick | Robert Bawick
4611,Robert Barwick | Robert Bawick,Robert,Bawick,,,NY,US,state,Robert Barwick | Robert Bawick
4612,Nathaniel Green,Nathaniel,Green,,,NY,US,state,Nathaniel Green
4613,Nathaniel Green,Nathaniel,Green,,,NY,US,state,Nathaniel Green
4614,Francis Lewis,Francis,Lewis,,,NY,US,state,Francis Lewis
4616,Thomas Mackaness,Thomas,Mackaness,,,NY,US,state,Thomas Mackaness
4617,Walter Livingston,Walter,Livingston,,,NY,US,state,Walter Livingston
4618,Daniel Cotton,Daniel,Cotton,,,NY,US,state,Daniel Cotton
4621,John Jacob Beekman,John Jacob,Beekman,,,NY,US,state,John Jacob Beekman
4622,Lucas Van Neghten | Lucas VanNeghten,Lucas,Van Neghten,,,NY,US,state,Lucas Van Neghten | Lucas Vanneghten
4622,Lucas Van Neghten | Lucas VanNeghten,Lucas,Vanneghten,,,NY,US,state,Lucas Van Neghten | Lucas Vanneghten
4623,Garret T Fisher,Garret T,Fisher,,,NY,US,state,Garret T Fisher
4624,Alida Van Rensealear | Alida Van Renselear,Alida,Van Rensealear,,,NY,US,state,Alida Van Rensealear | Alida Van Renselear
4624,Alida Van Rensealear | Alida Van Renselear,Alida,Van Renselear,,,NY,US,state,Alida Van Rensealear | Alida Van Renselear
4625,Henry Van Rensealear | Henry Van Renselear,Henry,Van Rensealear,,,NY,US,state,Henry Van Rensealear | Henry Van Renselear
4625,Henry Van Rensealear | Henry Van Renselear,Henry,Van Renselear,,,NY,US,state,Henry Van Rensealear | Henry Van Renselear
4626,Richard Johnston,Richard,Johnston,,,NY,US,state,Richard Johnston
4627,Joseph Totten | Joseph Totton,Joseph,Totten,,,NY,US,state,Joseph Totten | Joseph Totton
4627,Joseph Totten | Joseph Totton,Joseph,Totton,,,NY,US,state,Joseph Totten | Joseph Totton
4628,Jeremiah Van Rensealear,Jeremiah,Van Rensealear,,,NY,US,state,Jeremiah Van Rensealear
4629,Christian Menthorne,Christian,Menthorne,,,NY,US,state,Christian Menthorne
4630,Catherine Carr,Catherine,Carr,,,NY,US,state,Catherine Carr
4632,Joseph Young,Joseph,Young,,,NY,US,state,Joseph Young
4633,Mary Beekman,Mary,Beekman,,,NY,US,state,Mary Beekman
4635,George McLutchin,George,Mclutchin,,,NY,US,state,George Mclutchin
4636,John Younglove,John,Younglove,,,NY,US,state,John Younglove
4637,Philip Schuyler,Philip,Schuyler,,,NY,US,state,Philip Schuyler
4639,Stephen Van Rensealear | Stephen Van Renselear,Stephen,Van Rensealear,,,NY,US,state,Stephen Van Rensealear | Stephen Van Renselear
4639,Stephen Van Rensealear | Stephen Van Renselear,Stephen,Van Renselear,,,NY,US,state,Stephen Van Rensealear | Stephen Van Renselear
4640,John Laurence,John,Laurence,,,NY,US,state,John Laurence
4642,Charles Dickinson,Charles,Dickinson,,,NY,US,state,Charles Dickinson
4643,James Cockcroft | James Cockroft,James,Cockcroft,,,NY,US,state,James Cockcroft | James Cockroft
4643,James Cockcroft | James Cockroft,James,Cockroft,,,NY,US,state,James Cockcroft | James Cockroft
4644,Thomas Randall,Thomas,Randall,,,NY,US,state,Thomas Randall
4645,William Thurston,William,Thurston,,,NY,US,state,William Thurston
4646,Philip H Livingston | Philip Livingston,Philip H,Livingston,,,NY,US,state,Philip H Livingston | Philip Livingston
4646,Philip H Livingston | Philip Livingston,Philip,Livingston,,,NY,US,state,Philip H Livingston | Philip Livingston
4652,John Burnett,John,Burnett,,,NY,US,state,John Burnett
4655,A McWhoker | A McWhorker | Alexander McWhoker,Alexander,McWhoker,,,NY,US,state,Alexander McWhoker | Alexander McWhorker
4655,A McWhoker | A McWhorker | Alexander McWhoker,Alexander,McWhorker,,,NY,US,state,Alexander McWhoker | Alexander McWhorker
4658,James Gray,James,Gray,,,NY,US,state,James Gray
4660,Norman Butler,Norman,Butler,,,NY,US,state,Norman Butler
4662,John Bleecker,John,Bleecker,,,NY,US,state,John Bleecker
4663,George Stanley,George,Stanley,,,NY,US,state,George Stanley
4664,Anthony L Bleecker,Anthony L,Bleecker,,,NY,US,state,Anthony L Bleecker
4666,John D Alvey,John D,Alvey,,,NY,US,state,John D Alvey
4667,William W Morris,William W,Morris,,,NY,US,state,William W Morris
4669,P Dennis | Patric Dennis | Patrick Dennis,Patric,Dennis,,,NY,US,state,Patric Dennis | Patrick Dennis
4669,P Dennis | Patric Dennis | Patrick Dennis,Patrick,Dennis,,,NY,US,state,Patric Dennis | Patrick Dennis
4670,Silas Condich | Silas Condict,Silas,Condich,,,NY,US,state,Silas Condich | Silas Condict
4670,Silas Condich | Silas Condict,Silas,Condict,,,NY,US,state,Silas Condich | Silas Condict
4671,James Bruen,James,Bruen,,,NY,US,state,James Bruen
4672,Ebenezer Baldwin,Ebenezer,Baldwin,,,NY,US,state,Ebenezer Baldwin
4673,Moses and Charles Ogden,Charles,Ogden,,,NY,US,state,Charles Ogden | Moses Ogden
4673,Moses and Charles Ogden,Moses,Ogden,,,NY,US,state,Charles Ogden | Moses Ogden
4675,Robert Gilchrist,Robert,Gilchrist,,,NY,US,state,Robert Gilchrist
4676,John Mitchie,John,Mitchie,,,NY,US,state,John Mitchie
4678,John and Francis Atkinson,Francis,Atkinson,,,NY,US,state,Francis Atkinson | John Atkinson
4678,John and Francis Atkinson,John,Atkinson,,,NY,US,state,Francis Atkinson | John Atkinson
4680,James Atkinson | John Atkinson,James,Atkinson,,,NY,US,state,James Atkinson | John Atkinson
4680,James Atkinson | John Atkinson,John,Atkinson,,,NY,US,state,James Atkinson | John Atkinson
4681,Margaret Cunningham,Margaret,Cunningham,,,NY,US,state,Margaret Cunningham
4682,Thomas Service,Thomas,Service,,,NY,US,state,Thomas Service
4684,John Laurence,John,Laurence,,,NY,US,state,John Laurence
4686,George Service,George,Service,,,NY,US,state,George Service
4687,John Baker,John,Baker,,,NY,US,state,John Baker
4689,Nicholas Fisher,Nicholas,Fisher,,,NY,US,state,Nicholas Fisher
4690,Cornelius Wendell,Cornelius,Wendell,,,NY,US,state,Cornelius Wendell
4691,Simon Remsen,Simon,Remsen,,,NY,US,state,Simon Remsen
4693,Aryantye Wendell,Aryantye,Wendell,,,NY,US,state,Aryantye Wendell
4694,Jacob Cuyler,Jacob,Cuyler,,,NY,US,state,Jacob Cuyler
4695,Rynier VanTevern,Rynier,Vantevern,,,NY,US,state,Rynier Vantevern
4696,Isaac Whippo,Isaac,Whippo,,,NY,US,state,Isaac Whippo
4697,H and S Johnson and Co',Horace,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
4697,H and S Johnson and Co',Seth,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
4698,James F Sebor and Co,James F,Sebor,,,NY,US,state,James F Sebor
4700,Hugh Walsh,Hugh,Walsh,,,NY,US,state,Hugh Walsh
4701,Abigail Vergereau,Abigail,Vergereau,,,NY,US,state,Abigail Vergereau
4702,Matthew Ten Eyck,Matthew,Ten Eyck,,,NY,US,state,Matthew Ten Eyck
4703,Robert T Kemble,Robert T,Kemble,,,NY,US,state,Robert T Kemble
4704,Abraham Brinckenhoff,Abraham,Brinckenhoff,,,NY,US,state,Abraham Brinckenhoff
4706,John and Francis Atkinson,Francis,Atkinson,,,NY,US,state,Francis Atkinson | John Atkinson
4706,John and Francis Atkinson,John,Atkinson,,,NY,US,state,Francis Atkinson | John Atkinson
4707,John Atkinson,John,Atkinson,,,NY,US,state,John Atkinson
4708,Philip de Freest,Philip,De Freest,,,NY,US,state,Philip De Freest
4709,Robert Elaer,Robert,Elaer,,,NY,US,state,Robert Elaer
4710,Lynch and Stoughton,Dominick,Lynch,,,NY,US,state,Dominick Lynch | Thomas Stoughton
4710,Lynch and Stoughton,Thomas,Stoughton,,,NY,US,state,Dominick Lynch | Thomas Stoughton
4711,Robert Crommelin,Robert,Crommelin,,,NY,US,state,Robert Crommelin
4712,Gulian Ludlow,Gulian,Ludlow,,,NY,US,state,Gulian Ludlow
4713,James Bloodgood,James,Bloodgood,,,NY,US,state,James Bloodgood
4715,Malachi Treat,Malachi,Treat,,,NY,US,state,Malachi Treat
4716,Daniel Penfield,Daniel,Penfield,,,NY,US,state,Daniel Penfield
4717,John Suydam,John,Suydam,,,NY,US,state,John Suydam
4718,John Dill,John,Dill,,,NY,US,state,John Dill
4719,George Briggs,George,Briggs,,,NY,US,state,George Briggs
4720,Elizabeth Graham,Elizabeth,Graham,,,NY,US,state,Elizabeth Graham
4721,Barnet Mooney,Barnet,Mooney,,,NY,US,state,Barnet Mooney
4722,Rachael VanNarck,Rachael,Vannarck,,,NY,US,state,Rachael Vannarck
4723,Elsey Evenson,Elsey,Evenson,,,NY,US,state,Elsey Evenson
4724,Benjamin Seixas,Benjamin,Seixas,,,NY,US,state,Benjamin Seixas
4725,Isaac Nicoll,Isaac,Nicoll,,,NY,US,state,Isaac Nicoll
4726,Seth Johnson,Seth,Johnson,,,NY,US,state,Seth Johnson
4728,Elias Pelletreau,Elias,Pelletreau,,,NY,US,state,Elias Pelletreau
4730,Adam Gilchrist,Adam,Gilchrist,,,NY,US,state,Adam Gilchrist
4731,Comfort Sands,Comfort,Sands,,,NY,US,state,Comfort Sands
4732,Joseph Sterlitz,Joseph,Sterlitz,,,NY,US,state,Joseph Sterlitz
4733,Catherine Cox,Catherine,Cox,,,NY,US,state,Catherine Cox
4735,Andrew Hamersley,andrew,Hamersley,,,NY,US,state,andrew Hamersley
4736,Jonathan Dayton,Jonathan,Dayton,,,NY,US,state,Jonathan Dayton
4737,John Taylor,John,Taylor,,,NY,US,state,John Taylor
4738,Simeon Dewitt,Simeon,Dewitt,,,NY,US,state,Simeon Dewitt
4740,John Dewhurst,John,Dewhurst,,,NY,US,state,John Dewhurst
4741,John Roe,John,Roe,,,NY,US,state,John Roe
4742,Peter Corne,Peter,Corne,,,NY,US,state,Peter Corne
4743,John C Shaw,John C,Shaw,,,NY,US,state,John C Shaw
4745,Peter Anspach,Peter,Anspach,,,NY,US,state,Peter Anspach
4746,Alexander Rose,Alexander,Rose,,,NY,US,state,Alexander Rose
4747,John and Nicholas J Roosevelt,John,Roosevelt,,,NY,US,state,John Roosevelt | Nicholas J Roosevelt
4747,John and Nicholas J Roosevelt,Nicholas J,Roosevelt,,,NY,US,state,John Roosevelt | Nicholas J Roosevelt
4748,Peter Ketteltas,Peter,Ketteltas,,,NY,US,state,Peter Ketteltas
4749,Robert Livingston,Robert,Livingston,,,NY,US,state,Robert Livingston
4750,Rufus King,Rufus,King,,,NY,US,state,Rufus King
4752,Eliphalet Wickes,Eliphalet,Wickes,,,NY,US,state,Eliphalet Wickes
4753,Thomas Wickes,Thomas,Wickes,,,NY,US,state,Thomas Wickes
4754,Evert W Swart,Evert W,Swart,,,NY,US,state,Evert W Swart
4755,Peter V B  Livingston,Peter V B,Livingston,,,NY,US,state,Peter V B Livingston
4756,James Vernor,James,Vernor,,,NY,US,state,James Vernor
4758,John Fisher,John,Fisher,,,NY,US,state,John Fisher
4759,Thomas Nixon,Thomas,Nixon,,,NY,US,state,Thomas Nixon
4761,Thomas Durie,Thomas,Durie,,,NY,US,state,Thomas Durie
4763,David Peck,David,Peck,,,NY,US,state,David Peck
4764,William Stuart,William,Stuart,,,NY,US,state,William Stuart
4765,H and S Johnson and Co,Horace,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
4765,H and S Johnson and Co,Seth,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
4766,Henry Sadler,Henry,Sadler,,,NY,US,state,Henry Sadler
4767,James Harvey Pierpont,James Harvey,Pierpont,,,NY,US,state,James Harvey Pierpont
4769,Thomas Bibby,Thomas,Bibby,,,NY,US,state,Thomas Bibby
4770,Hendrick Van Vie,Hendrick,Van Vie,,,NY,US,state,Hendrick Van Vie
4771,Philip Garlogh,Philip,Garlogh,,,NY,US,state,Philip Garlogh
4772,Gerrit Groesbeeck,Gerrit,Groesbeeck,,,NY,US,state,Gerrit Groesbeeck
4773,John Maley,John,Maley,,,NY,US,state,John Maley
4774,Francis Van Dike,Francis,Van Dike,,,NY,US,state,Francis Van Dike
4775,Thomas Eddy,Thomas,Eddy,,,NY,US,state,Thomas Eddy
4776,Adoniah Schuyler,Adoniah,Schuyler,,,NY,US,state,Adoniah Schuyler
4779,Leonard Bleecker,Leonard,Bleecker,,,NY,US,state,Leonard Bleecker
4780,John Sanders,John,Sanders,,,NY,US,state,John Sanders
4781,John and Baron Van Alen,Baron,Van Alen,,,NY,US,state,Baron Van Alen | John Van Alen
4781,John and Baron Van Alen,John,Van Alen,,,NY,US,state,Baron Van Alen | John Van Alen
4782,Fredrick Jay,Fredrick,Jay,,,NY,US,state,Fredrick Jay
4783,Gerard Bancker,Gerard,Bancker,,,NY,US,state,Gerard Bancker
4792,John Watts,John,Watts,,,NY,US,state,John Watts
4797,Francis Childs,Francis,Childs,,,NY,US,state,Francis Childs
4800,Marrity Magaw,Marrity,Magaw,,,NY,US,state,Marrity Magaw
4801,John Landers,John,Landers,,,NY,US,state,John Landers
4802,Jaques Voorkees,Jaques,Voorkees,,,NY,US,state,Jaques Voorkees
4804,Morgan Lewis,Morgan,Lewis,,,NY,US,state,Morgan Lewis
4805,Henry Whiteman,Henry,Whiteman,,,NY,US,state,Henry Whiteman
4806,Isaac Roosevelt,Isaac,Roosevelt,,,NY,US,state,Isaac Roosevelt
4807,Zacharias Hoffman,Zacharias,Hoffman,,,NY,US,state,Zacharias Hoffman
4808,William Rogers,William,Rogers,,,NY,US,state,William Rogers
4810,Elihu P Smyth,Elihu P,Smyth,,,NY,US,state,Elihu P Smyth
4814,George Lewis,George,Lewis,,,NY,US,state,George Lewis
4815,Jacob C Ten Eyck,Jacob C,Ten Eyck,,,NY,US,state,Jacob C Ten Eyck
4816,Isaac and Henry Truax,Henry,Truax,,,NY,US,state,Henry Truax | Isaac Truax
4816,Isaac and Henry Truax,Isaac,Truax,,,NY,US,state,Henry Truax | Isaac Truax
4817,Forman Mount,Forman,Mount,,,NY,US,state,Forman Mount
4819,John Noble Cummings,John Noble,Cummings,,,NY,US,state,John Noble Cummings
4820,George Reed,George,Reed,,,NY,US,state,George Reed
4821,Thomas Storm,Thomas,Storm,,,NY,US,state,Thomas Storm
4822,William Shephard,William,Shephard,,,NY,US,state,William Shephard
4824,Thomas Smith,Thomas,Smith,,,NY,US,state,Thomas Smith
4826,William Bull,William,Bull,,,NY,US,state,William Bull
4827,Marinus Willett,Marinus,Willett,,,NY,US,state,Marinus Willett
4829,Daniel Badcock,Daniel,Badcock,,,NY,US,state,Daniel Badcock
4832,Leonard Gansevoort,Leonard,Gansevoort,,,NY,US,state,Leonard Gansevoort
4836,John D Coe,John D,Coe,,,NY,US,state,John D Coe
4840,Thomas Jenkins,Thomas,Jenkins,,,NY,US,state,Thomas Jenkins
4842,Nicholas Lansing,Nicholas,Lansing,,,NY,US,state,Nicholas Lansing
4849,James LeGrange,James,Legrange,,,NY,US,state,James Legrange
4851,John D Alvey,John D,Alvey,,,NY,US,state,John D Alvey
4853,Moses Estey,Moses,Estey,,,NY,US,state,Moses Estey
4854,Hezekiah Thompson,Hezekiah,Thompson,,,NY,US,state,Hezekiah Thompson
4856,Uriah Fields,Uriah,Fields,,,NY,US,state,Uriah Fields
4858,William Boyd,William,Boyd,,,NY,US,state,William Boyd
4863,Gerardus Beekman,Gerardus,Beekman,,,NY,US,state,Gerardus Beekman
4864,Catherine and Rachel Dow,Catherine,Dow,,,NY,US,state,Catherine Dow | Rachel Dow
4864,Catherine and Rachel Dow,Rachel,Dow,,,NY,US,state,Catherine Dow | Rachel Dow
4865,Benjamin Welles,Benjamin,Welles,,,NY,US,state,Benjamin Welles
4867,Andrew Craigie,andrew,Craigie,,,NY,US,state,andrew Craigie
4868,John VanCeuven,John,Vanceuven,,,NY,US,state,John Vanceuven
4869,Hendrick Schoonmaker,Hendrick,Schoonmaker,,,NY,US,state,Hendrick Schoonmaker
4870,Tunis Bergen,Tunis,Bergen,,,NY,US,state,Tunis Bergen
4871,Tharck Schoonmaker,Tharck,Schoonmaker,,,NY,US,state,Tharck Schoonmaker
4874,John Fell,John,Fell,,,NY,US,state,John Fell
4875,Garret Hopper,Garret,Hopper,,,NY,US,state,Garret Hopper
4876,Alexander Miller,Alexander,Miller,,,NY,US,state,Alexander Miller
4877,Richard Platt,Richard,Platt,,,NY,US,state,Richard Platt
4880,John Fondey,John,Fondey,,,NY,US,state,John Fondey
4881,Thomas Lansing,Thomas,Lansing,,,NY,US,state,Thomas Lansing
4882,William Hunn,William,Hunn,,,NY,US,state,William Hunn
4883,John Cox,John,Cox,,,NY,US,state,John Cox
4884,Jesse Woodhull,Jesse,Woodhull,,,NY,US,state,Jesse Woodhull
4885,Jacobus Swartwort,Jacobus,Swartwort,,,NY,US,state,Jacobus Swartwort
4886,Cornelius Vanderbergh,Cornelius,Vanderbergh,,,NY,US,state,Cornelius Vanderbergh
4887,Barant Ten Eyck,Barant,Ten Eyck,,,NY,US,state,Barant Ten Eyck
4888,Cournradt Ten Eyck,Cournradt,Ten Eyck,,,NY,US,state,Cournradt Ten Eyck
4889,Margaret Barclay,Margaret,Barclay,,,NY,US,state,Margaret Barclay
4890,Gilbert Totten,Gilbert,Totten,,,NY,US,state,Gilbert Totten
4891,David Wolfe,David,Wolfe,,,NY,US,state,David Wolfe
4893,Jacob Morton,Jacob,Morton,,,NY,US,state,Jacob Morton
4897,Charles Shaw,Charles,Shaw,,,NY,US,state,Charles Shaw
4901,Jacob Morrell,Jacob,Morrell,,,NY,US,state,Jacob Morrell
4902,Peter Taulman,Peter,Taulman,,,NY,US,state,Peter Taulman
4903,Sarah Sterling,Sarah,Sterling,,,NY,US,state,Sarah Sterling
4906,Peter Gansevoort,Peter,Gansevoort,,,NY,US,state,Peter Gansevoort
4911,Elias Bayley Dayton,Elias Bayley,Dayton,,,NY,US,state,Elias Bayley Dayton
4914,Israel Canfield,Israel,Canfield,,,NY,US,state,Israel Canfield
4915,John C Wynkoop,John C,Wynkoop,,,NY,US,state,John C Wynkoop
4916,Stephen Lush,Stephen,Lush,,,NY,US,state,Stephen Lush
4918,Solomon Peter del Hastet,Solomon Peter,Del Hastet,,,NY,US,state,Solomon Peter Del Hastet
4920,John Collin,John,Collin,,,NY,US,state,John Collin
4921,James Van Haesen,James,Van Haesen,,,NY,US,state,James Van Haesen
4922,Thomas Ellison,Thomas,Ellison,,,NY,US,state,Thomas Ellison
4923,John Ellison,John,Ellison,,,NY,US,state,John Ellison
4924,William Ellison,William,Ellison,,,NY,US,state,William Ellison
4926,Elias Dayton,Elias,Dayton,,,NY,US,state,Elias Dayton
4930,Sarah Rogers,Sarah,Rogers,,,NY,US,state,Sarah Rogers
4931,Christopher Meng,Christopher,Meng,,,NY,US,state,Christopher Meng
4941,Patrick Kennan,Patrick,Kennan,,,NY,US,state,Patrick Kennan
4942,Bastian T Vissher,Bastian T,Vissher,,,NY,US,state,Bastian T Vissher
4945,Elijah Hunter,Elijah,Hunter,,,NY,US,state,Elijah Hunter
4946,James Hill,James,Hill,,,NY,US,state,James Hill
4948,John Dennis,John,Dennis,,,NY,US,state,John Dennis
4952,Nicholas Bogardus,Nicholas,Bogardus,,,NY,US,state,Nicholas Bogardus
4953,Edward Dunscomb,Edward,Dunscomb,,,NY,US,state,Edward Dunscomb
4957,Isaac Backer,Isaac,Backer,,,NY,US,state,Isaac Backer
4958,Christopher A Yates,Christopher A,Yates,,,NY,US,state,Christopher A Yates
4959,Catherine Bradford,Catherine,Bradford,,,NY,US,state,Catherine Bradford
4960,Catherine Branford,Catherine,Branford,,,NY,US,state,Catherine Branford
4964,John R Livingston,John R,Livingston,,,NY,US,state,John R Livingston
4969,Jonas Wade,Jonas,Wade,,,NY,US,state,Jonas Wade
4973,George Douglass,George,Douglass,,,NY,US,state,George Douglass
4977,Ananias Cooper,Ananias,Cooper,,,NY,US,state,Ananias Cooper
4980,Ann Simonton,Ann,Simonton,,,NY,US,state,Ann Simonton
4981,John Tryon,John,Tryon,,,NY,US,state,John Tryon
4982,John Close,John,Close,,,NY,US,state,John Close
4983,Benjamin Hicks,Benjamin,Hicks,,,NY,US,state,Benjamin Hicks
4984,David Collins,David,Collins,,,NY,US,state,David Collins
4985,John Augustus Graham,John Augustus,Graham,,,NY,US,state,John Augustus Graham
4986,Joseph Cahoon,Joseph,Cahoon,,,NY,US,state,Joseph Cahoon
4987,Leonard D Nicoll,Leonard D,Nicoll,,,NY,US,state,Leonard D Nicoll
4988,James Miles Hughes,James Miles,Hughes,,,NY,US,state,James Miles Hughes
4990,Enoch Leonard,Enoch,Leonard,,,NY,US,state,Enoch Leonard
4991,Wouter Knickerbacker,Wouter,Knickerbacker,,,NY,US,state,Wouter Knickerbacker
4992,Allada VanVeghter,Allada,Vanveghter,,,NY,US,state,Allada Vanveghter
4993,Cornelius VamVeghter,Cornelius,Vamveghter,,,NY,US,state,Cornelius Vamveghter
4994,Michael Brooks,Michael,Brooks,,,NY,US,state,Michael Brooks
4996,Garreet Merseilles,Garreet,Merseilles,,,NY,US,state,Garreet Merseilles
4997,James Edwards,James,Edwards,,,NY,US,state,James Edwards
4998,James Carter,James,Carter,,,NY,US,state,James Carter
4999,David Crane,David,Crane,,,NY,US,state,David Crane
5001,William Johnson,William,Johnson,,,NY,US,state,William Johnson
5004,Manasseh Salter,Manasseh,Salter,,,NY,US,state,Manasseh Salter
5005,Thomas Mullett,Thomas,Mullett,,,NY,US,state,Thomas Mullett
5006,Samuel Franklin,Samuel,Franklin,,,NY,US,state,Samuel Franklin
5008,Robert C Johnson,Robert C,Johnson,,,NY,US,state,Robert C Johnson
5010,Thomas Biggs,Thomas,Biggs,,,NY,US,state,Thomas Biggs
5012,Alexander Zuntz,Alexander,Zuntz,,,NY,US,state,Alexander Zuntz
5020,Anthony Ten Eyck,Anthony,Ten Eyck,,,NY,US,state,Anthony Ten Eyck
5022,John Tayler,John,Tayler,,,NY,US,state,John Tayler
5023,Margaret Low,Margaret,Low,,,NY,US,state,Margaret Low
5024,Benjamin S Judah,Benjamin S,Judah,,,NY,US,state,Benjamin S Judah
5025,James H Kip,James H,Kip,,,NY,US,state,James H Kip
5027,Caleb Parkhurst,Caleb,Parkhurst,,,NY,US,state,Caleb Parkhurst
5034,James Duncan,James,Duncan,,,NY,US,state,James Duncan
5037,Abijah Hammond,Abijah,Hammond,,,NY,US,state,Abijah Hammond
5041,Peter Schermerhorne,Peter,Schermerhorne,,,NY,US,state,Peter Schermerhorne
5048,George Denniston,George,Denniston,,,NY,US,state,George Denniston
5049,Fredrick Fox,Fredrick,Fox,,,NY,US,state,Fredrick Fox
5050,Jacob Helmolt,Jacob,Helmolt,,,NY,US,state,Jacob Helmolt
5052,Matthew Trotter,Matthew,Trotter,,,NY,US,state,Matthew Trotter
5055,James Walker,James,Walker,,,NY,US,state,James Walker
5056,Johannis Smith,Johannis,Smith,,,NY,US,state,Johannis Smith
5057,Johannis Jansen,Johannis,Jansen,,,NY,US,state,Johannis Jansen
5058,Jeffrey Smith,Jeffrey,Smith,,,NY,US,state,Jeffrey Smith
5063,William Douglass,William,Douglass,,,NY,US,state,William Douglass
5064,George Ludlow,George,Ludlow,,,NY,US,state,George Ludlow
5065,Elisha Boudinot,Elisha,Boudinot,,,NY,US,state,Elisha Boudinot
5066,Caleb Camp,Caleb,Camp,,,NY,US,state,Caleb Camp
5067,Samuel Delaplaine,Samuel,Delaplaine,,,NY,US,state,Samuel Delaplaine
5070,Jacob Le Roy and Son,Jacob Le,Roy,,,NY,US,state,Jacob Le Roy
5071,Stephen Hart,Stephen,Hart,,,NY,US,state,Stephen Hart
5073,Walter Buchanan,Walter,Buchanan,,,NY,US,state,Walter Buchanan
5074,Joseph Lewis,Joseph,Lewis,,,NY,US,state,Joseph Lewis
5075,Charles and J Shaw,Charles,Shaw,,,NY,US,state,Charles Shaw | J Shaw
5075,Charles and J Shaw,J,Shaw,,,NY,US,state,Charles Shaw | J Shaw
5076,H and S Johnson,Horace,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
5076,H and S Johnson,Seth,Johnson,,,NY,US,state,Horace Johnson | Seth Johnson
5079,Thomas H Perkins,Thomas H,Perkins,,,NY,US,state,Thomas H Perkins
5082,Amasa Keyes,Amasa,Keyes,,,NY,US,state,Amasa Keyes
5090,Cornelius Van der Bergh,Cornelius Van,Der Bergh,,,NY,US,state,Cornelius Van Der Bergh
5092,John Stevens,John,Stevens,,,NY,US,state,John Stevens
5094,Paschal N Smith,Paschal N,Smith,,,NY,US,state,Paschal N Smith
5095,Alexander Stewart,Alexander,Stewart,,,NY,US,state,Alexander Stewart
5096,John Sullivan,John,Sullivan,,,NY,US,state,John Sullivan
5102,William Irving,William,Irving,,,NY,US,state,William Irving
5103,Lucas Elmondorph,Lucas,Elmondorph,,,NY,US,state,Lucas Elmondorph
5105,James Jay,James,Jay,,,NY,US,state,James Jay
5106,Peter J Vosburgh,Peter J,Vosburgh,,,NY,US,state,Peter J Vosburgh
5107,Abraham J Van Alstyne,Abraham J,Van Alstyne,,,NY,US,state,Abraham J Van Alstyne
5112,Samuel Tudor,Samuel,Tudor,,,NY,US,state,Samuel Tudor
5116,William Malcolm,William,Malcolm,,,NY,US,state,William Malcolm
5120,Jonathan Pierce,Jonathan,Pierce,,,NY,US,state,Jonathan Pierce
5129,Daniel Adrian Beeckman,Daniel Adrian,Beeckman,,,NY,US,state,Daniel Adrian Beeckman
5130,Arnoldina Aleyda Maria Thomassin,Arnoldina Aleyda Maria,Thomassin,,,NY,US,state,Arnoldina Aleyda Maria Thomassin
5133,James A Welles,James A,Welles,,,NY,US,state,James A Welles
5137,Kilian K Van Rensselaer,Kilian K,Van Rensselaer,,,NY,US,state,Kilian K Van Rensselaer
5143,Nicholas Van Rensselaer,Nicholas,Van Rensselaer,,,NY,US,state,Nicholas Van Rensselaer
5149,John Johnson,John,Johnson,,,NY,US,state,John Johnson
